Area_sqft,Bedrooms,Bathrooms,Year_Built,Property_Type,Parking_Spaces,Furnishing_Status,Floor_Number,Distance_to_City_Center_km,Balcony_Count,Lift_Availability,Direction_Facing,Banjara Hills,Gachibowli,HITEC City,Jubilee Hills,Kokapet,Kompally,Kondapur,Kukatpally,LB Nagar,Madhapur,Manikonda,Medchal,Mehdipatnam,Miyapur,Moinabad,Nallagandla,Narsingi,Secunderabad,Uppal,Price_INR
4061,3,2,2020,0,2,0.5,2,26.41,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35611419
2151,2,1,2022,1,2,0.5,14,1.1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15755082
3341,4,3,2023,0.5,2,0.5,0,27.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24313200
3057,4,4,2014,1,2,0.5,12,16.36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62552753
3195,4,4,2022,1,2,0,4,4.25,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33679365
2729,4,4,2016,1,1,0.5,20,6.96,0,1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54129847
2359,1,2,2014,1,1,0,8,17.35,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19301728
2001,2,3,2020,1,2,0.5,22,25.24,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46699078
3193,4,2,2016,1,2,0,14,14.1,1,1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37774915
1880,1,1,2021,1,1,1,21,4.85,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20579277
1502,2,2,2015,0,2,0,1,33.14,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11673635
3676,1,1,2017,1,1,0,8,20.26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24619744
1699,4,3,2015,0.5,1,0,0,11.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11733046
4279,3,2,2017,0,1,0.5,2,27.49,2,0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40469765
1935,1,1,2014,0.5,1,1,0,13.78,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18196233
477,1,1,2023,1,1,1,7,14.79,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8492268
3231,5,3,2018,0,1,0,2,11.47,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42413730
3810,2,1,2016,1,1,1,24,14.76,2,1,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47247063
3121,4,2,2022,1,2,0.5,20,10.86,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23329101
4027,5,4,2017,0.5,1,0.5,0,39.31,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75105687
1932,1,2,2019,0.5,1,1,0,10.67,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21130079
637,1,1,2022,0,0,1,0,26.06,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4845611
2396,5,4,2015,1,1,0,20,8.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22016867
3827,5,4,2020,1,2,0,12,22.49,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43305072
677,2,1,2016,1,1,1,6,20.6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7750493
3489,1,2,2014,1,1,1,16,22.37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56892494
923,3,3,2022,0,0,0,3,14.58,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8251922
4675,3,4,2022,1,1,1,4,34.9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42798828
4618,3,4,2017,1,1,1,9,12.27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48938469
3522,5,4,2022,1,1,0,21,34.92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18126683
4975,2,2,2020,1,1,0,11,16.55,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25621875
2197,1,1,2017,1,1,1,18,26.26,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11561853
2531,3,2,2015,1,1,1,17,0.9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000660
1215,4,4,2018,1,1,1,3,17.92,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30442324
3094,5,4,2021,1,1,0.5,12,26.16,2,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74463313
842,4,2,2023,0,2,0.5,2,12.26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5899590
3540,5,3,2023,1,2,1,5,13.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43987762
542,2,1,2019,0.5,1,0,0,16.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6843385
4687,3,3,2018,1,1,0.5,3,11.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43332325
1810,4,4,2017,1,1,0,3,24.32,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12471712
4873,3,3,2019,1,2,1,12,2.44,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64636325
934,3,3,2016,0,0,0,2,33.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10106866
2116,2,2,2015,1,1,0,9,38.42,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12318679
3764,5,4,2014,0,0,1,3,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24275357
1432,2,3,2022,1,1,1,12,9.39,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19226422
3742,5,4,2014,1,1,1,9,37.98,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25826105
1810,4,3,2017,1,2,0.5,10,6.98,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17503375
4900,2,2,2019,1,1,1,17,4.7,1,1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71662307
1572,2,3,2022,1,2,1,6,31.83,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20573303
1288,1,1,2017,1,2,1,8,27.27,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9453311
3738,2,2,2020,1,2,0,12,27.35,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32669451
4917,4,4,2020,1,1,0.5,24,9.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22156945
2041,5,4,2019,1,1,1,9,15.35,3,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15059319
871,2,3,2022,0.5,1,1,0,6.79,0,0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8408366
3340,5,3,2023,1,1,0.5,14,6.88,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19582243
946,1,1,2020,1,1,0.5,24,20.08,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6505421
3997,5,3,2016,1,1,0.5,4,27.07,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24029594
3225,3,4,2019,1,1,0,14,13.17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64830764
4123,2,2,2020,0.5,2,0.5,0,19.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41072617
763,1,1,2020,1,1,0.5,5,14.26,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9316310
2566,5,4,2019,0,2,1,0,36.63,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15900080
3709,3,3,2016,1,1,0,13,28.28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18257300
945,2,1,2019,1,2,0.5,14,25.19,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6104473
3640,2,1,2015,0.5,2,0,0,29.35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28309586
2336,5,3,2023,1,2,1,14,11.08,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29962697
1362,3,2,2014,0,1,0,0,37.23,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8869254
3405,1,2,2021,0,2,0,2,8.38,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85255868
4206,5,3,2016,0.5,2,1,0,5.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33869589
1282,2,2,2021,1,2,0.5,21,36.29,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10395297
4240,2,3,2016,1,2,0.5,19,10.77,2,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20987984
1270,2,3,2015,1,2,1,18,34.01,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10027144
3385,5,4,2021,0,1,0,0,12.26,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47396454
1265,4,3,2016,1,1,0,17,12.13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12975678
4709,4,2,2021,0.5,1,1,0,38.33,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70540158
3603,4,3,2015,0,1,0,2,38.63,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20842729
3297,3,2,2017,0.5,2,0.5,0,38.49,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49875829
2644,5,3,2022,1,2,0.5,16,5.92,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27452662
418,2,1,2014,1,1,0,9,23.08,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3820776
1041,3,2,2015,1,1,0.5,15,1.94,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8317020
3483,4,3,2015,0,1,0.5,0,27.62,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24787109
729,1,2,2022,0,0,0,3,27.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4855853
1265,3,2,2023,0,0,1,0,39.7,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18173830
1173,3,3,2018,1,1,0.5,17,35.17,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10660283
4887,5,4,2017,1,2,0,19,9.12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30614789
2754,3,2,2023,1,1,0.5,3,18.03,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21032493
3738,5,4,2023,1,1,0,10,10.66,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39796526
3918,1,2,2017,1,2,0.5,23,2.39,1,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28472797
3342,2,1,2020,1,1,1,3,15.61,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19681565
2967,2,2,2016,0,1,0,1,4.75,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32640099
2074,4,4,2022,0,1,0,3,30.71,2,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51819469
3083,4,4,2018,1,2,0.5,4,15.88,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33290998
3780,1,1,2022,1,2,1,20,1.73,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23086542
1139,2,3,2014,1,1,0.5,12,11.19,2,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15326917
1945,4,3,2023,0.5,2,0,0,13.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32064893
4964,3,3,2021,1,2,0.5,9,18.4,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30111377
2659,5,4,2015,1,1,0.5,17,27.41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25294190
1535,4,2,2021,0,2,1,2,31.62,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34826996
1273,1,2,2017,1,2,1,18,39.44,1,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21155352
4955,2,1,2015,0,2,1,2,34.24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42585407
2700,1,1,2015,0,2,0,3,18.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29658348
1151,3,4,2019,0,2,1,1,4.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9612586
1253,4,4,2016,0.5,1,0.5,0,26.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11453510
4132,3,2,2023,1,1,1,10,17.18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43692347
2683,4,3,2016,1,1,0,11,16.52,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28636095
1729,4,3,2022,0.5,2,0,0,13.84,0,0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11699444
877,2,3,2018,0,1,0.5,1,7.17,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11412498
3126,2,1,2020,1,1,1,21,4.01,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19427720
3491,3,3,2018,0.5,2,0.5,0,32.85,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37599236
4630,3,3,2015,1,2,0.5,15,7.81,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93390854
4905,2,3,2021,1,2,0.5,15,28.14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49053546
1669,3,3,2022,1,2,1,21,29.21,3,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12888354
4581,4,4,2015,1,2,0.5,3,12.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33227510
3003,4,2,2015,1,2,0.5,7,22.47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21559535
1869,3,2,2017,1,1,0.5,3,28.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14381740
777,3,3,2021,1,1,0.5,10,5.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4210704
2080,1,1,2018,0,0,0.5,2,7.19,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32328964
641,2,2,2018,0.5,1,1,0,28.84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565611
1319,2,1,2020,1,1,1,11,11.55,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20157382
469,1,1,2017,0.5,1,0.5,0,4.73,0,0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047529
4324,5,4,2022,1,2,0,6,21.05,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30492078
2486,1,1,2017,0.5,1,0,0,32.35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27011078
2407,4,3,2021,0.5,2,0,0,12.59,2,0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34488496
1200,1,2,2016,1,1,1,9,10.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9472295
3179,1,1,2019,1,2,0.5,8,8.71,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23284206
1155,4,4,2014,0,1,1,0,19.33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10421431
2395,2,2,2020,1,2,0.5,16,23.12,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16087586
1721,5,3,2020,1,2,0.5,12,5.82,2,1,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20316434
2730,3,4,2015,1,2,0.5,5,32.16,3,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28436840
509,2,1,2018,1,1,0.5,23,21.44,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5651560
1416,1,2,2017,1,2,0,24,22.73,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16307226
4265,3,3,2023,1,2,0.5,16,5.14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23153380
424,1,1,2022,1,1,0.5,12,25.12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5551825
3238,2,1,2015,1,2,0.5,20,27.29,1,1,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19387518
1137,3,4,2016,1,1,1,14,16.45,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8348784
579,2,3,2014,0,2,0.5,0,24.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4187740
631,2,1,2023,0,2,1,2,9.72,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10776437
2317,3,4,2018,1,2,0.5,23,25.75,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13197427
742,2,1,2016,0.5,1,0,0,21.55,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6752136
4972,4,2,2017,0,1,0.5,3,23.52,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61413321
3023,2,2,2017,0,1,0,1,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17028322
854,4,4,2019,0,2,0,3,31.67,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6765436
4784,3,3,2023,0.5,2,0,0,33.13,1,0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64644040
2676,3,2,2020,1,1,0.5,21,4.64,3,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25142785
995,3,2,2020,1,2,0.5,9,34.77,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11169779
4274,4,4,2021,1,1,0.5,20,31.15,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24633458
4930,5,3,2016,1,1,0.5,9,22.35,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26925068
4897,4,2,2018,0,2,0,0,2.68,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40191540
3069,3,3,2023,1,2,0,11,21.17,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21574395
2535,2,3,2019,0,0,0.5,1,19.01,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24494952
4364,3,2,2019,0.5,2,1,0,9.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55335368
1965,1,2,2021,1,2,0,21,33.42,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17382248
708,2,2,2018,1,1,1,6,13.16,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4092874
742,2,2,2018,1,1,0.5,6,23.42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8341180
835,4,4,2014,1,2,1,14,18.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10338410
576,1,1,2014,0.5,1,0,0,35.2,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7327968
538,2,2,2019,0,1,0,0,20.29,2,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708874
593,2,1,2023,1,2,0,15,11.48,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13147105
3657,5,3,2023,0,1,0,1,29.02,0,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78718811
3635,1,1,2018,1,1,0,13,30.81,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29608341
1342,4,4,2023,1,2,1,15,37.42,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9384185
4279,3,2,2019,0.5,1,1,0,29.98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46470971
3513,2,1,2022,1,2,0.5,5,2.46,0,1,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23641899
3362,4,4,2021,1,2,0,22,33.25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23735351
1353,3,4,2020,1,1,1,23,19.55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17370450
1702,4,2,2020,1,1,0.5,17,6.28,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13171367
3781,3,4,2019,1,2,0,9,39.15,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36161913
3280,4,2,2019,1,1,0.5,23,26.18,2,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20717315
2587,5,3,2014,1,2,0.5,14,35.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18874856
945,1,2,2020,1,2,0.5,17,7.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631964
2327,4,2,2018,1,1,0,8,31.17,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16856354
4552,4,2,2020,1,1,0.5,15,24.06,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55870253
404,1,2,2019,0,2,0.5,3,15.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4330652
3881,2,1,2021,0.5,1,0.5,0,8.94,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40911257
3653,5,3,2016,1,2,0.5,14,13.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26453662
1762,5,3,2021,0.5,1,0.5,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21747871
2220,1,2,2020,0.5,1,0,0,29.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22855967
3063,2,3,2014,1,1,0,10,17.72,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26223849
3338,3,3,2016,0.5,1,1,0,16.01,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30397846
1673,5,4,2023,1,2,0.5,24,0.84,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22550160
3726,2,2,2017,0.5,1,0,0,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35292461
4059,2,3,2022,1,2,0.5,9,30.94,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40453061
3345,1,1,2019,0,2,0.5,1,39.84,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56670588
3418,2,3,2020,1,2,0,18,36.85,1,1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42941774
1531,2,1,2018,0,1,0,2,34.59,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13450904
3036,3,2,2016,1,2,1,17,2.79,3,1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52384483
3429,1,1,2018,1,1,1,7,24.82,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24501032
3419,1,1,2020,1,1,0,20,9.4,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17667869
4777,2,3,2022,1,1,0.5,8,35.32,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38331579
3559,3,3,2022,1,2,0.5,4,32.88,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37752289
653,2,3,2021,1,1,0,4,7.23,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318637
728,2,3,2018,1,1,0,23,31.57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8064382
2991,1,1,2020,1,2,0,14,39.48,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28214151
